"review_id","analysis_id","n_effects"
"CD006023","CD006023_G32_N1",1
"CD006023","CD006023_G32_N2",3
"CD006023","CD006023_G32_N3",2
"CD006023","CD006023_G32_N4",4
"CD006023","CD006023_G32_N5",5
"CD006023","CD006023_G32_N6",5
"CD006023","CD006023_G33_N1",2
"CD006023","CD006023_G33_N2",6
"CD006023","CD006023_G4_N1",1
"CD006023","CD006023_G4_N2",1
"CD006023","CD006023_G4_N6",1
"CD006023","CD006023_G4_N8",1
"CD006023","CD006023_G4_N9",1
"CD006023","CD006023_G5_N10",1
"CD006023","CD006023_G5_N17",1
"CD006023","CD006023_G5_N20",1
"CD006023","CD006023_G5_N7",1
"CD006023","CD006023_G5_N9",1
"CD006023","CD006023_G6_N5",1
"CD006023","CD006023_G8_N1",1
"CD006023","CD006023_G8_N10",1
"CD006023","CD006023_G8_N11",1
"CD006023","CD006023_G8_N13",1
"CD006023","CD006023_G8_N16",1
"CD006023","CD006023_G8_N17",1
"CD006023","CD006023_G8_N18",1
"CD006023","CD006023_G8_N19",1
"CD006023","CD006023_G8_N2",1
"CD006023","CD006023_G8_N20",1
"CD006023","CD006023_G8_N21",1
"CD006023","CD006023_G8_N22",1
"CD006023","CD006023_G8_N23",1
"CD006023","CD006023_G8_N24",1
"CD006023","CD006023_G8_N25",1
"CD006023","CD006023_G8_N3",1
"CD006023","CD006023_G8_N5",2
"CD006023","CD006023_G8_N6",1
"CD006023","CD006023_G8_N7",1
"CD006023","CD006023_G8_N9",2
"CD006023","CD006023_G9_N2",1
"CD006023","CD006023_G9_N3",1
"CD006023","CD006023_G9_N4",1
"CD006023","CD006023_G9_N5",1
"CD006027","CD006027_G13_N3",1
"CD006140","CD006140_G1_N1",1
"CD006140","CD006140_G1_N10",3
"CD006140","CD006140_G1_N11",1
"CD006140","CD006140_G1_N12",1
"CD006140","CD006140_G1_N13",2
"CD006140","CD006140_G1_N14",2
"CD006140","CD006140_G1_N15",1
"CD006140","CD006140_G1_N16",2
"CD006140","CD006140_G1_N17",1
"CD006140","CD006140_G1_N18",1
"CD006140","CD006140_G1_N19",1
"CD006140","CD006140_G1_N2",2
"CD006140","CD006140_G1_N20",1
"CD006140","CD006140_G1_N21",1
"CD006140","CD006140_G1_N3",2
"CD006140","CD006140_G1_N4",3
"CD006140","CD006140_G1_N5",3
"CD006140","CD006140_G1_N6",2
"CD006140","CD006140_G1_N7",2
"CD006140","CD006140_G1_N8",3
"CD006140","CD006140_G1_N9",2
"CD006140","CD006140_G2_N1",1
"CD006140","CD006140_G2_N10",1
"CD006140","CD006140_G2_N2",1
"CD006140","CD006140_G2_N3",3
"CD006140","CD006140_G2_N4",3
"CD006140","CD006140_G2_N5",2
"CD006140","CD006140_G2_N6",2
"CD006140","CD006140_G2_N7",2
"CD006140","CD006140_G2_N8",1
"CD006140","CD006140_G2_N9",1
"CD006140","CD006140_G3_N10",2
"CD006140","CD006140_G3_N11",1
"CD006140","CD006140_G3_N12",1
"CD006140","CD006140_G3_N2",1
"CD006140","CD006140_G3_N3",4
"CD006140","CD006140_G3_N4",1
"CD006140","CD006140_G3_N5",1
"CD006140","CD006140_G3_N6",3
"CD006140","CD006140_G3_N7",4
"CD006140","CD006140_G3_N8",2
"CD006140","CD006140_G3_N9",1
"CD006140","CD006140_G4_N1",4
"CD006140","CD006140_G4_N10",5
"CD006140","CD006140_G4_N11",1
"CD006140","CD006140_G4_N12",1
"CD006140","CD006140_G4_N13",1
"CD006140","CD006140_G4_N14",1
"CD006140","CD006140_G4_N15",1
"CD006140","CD006140_G4_N16",2
"CD006140","CD006140_G4_N17",3
"CD006140","CD006140_G4_N2",3
"CD006140","CD006140_G4_N3",3
"CD006140","CD006140_G4_N4",1
"CD006140","CD006140_G4_N5",3
"CD006140","CD006140_G4_N6",8
"CD006140","CD006140_G4_N7",6
"CD006140","CD006140_G4_N8",5
"CD006140","CD006140_G4_N9",8
"CD006140","CD006140_G5_N1",1
"CD006140","CD006140_G5_N2",1
"CD006182","CD006182_G1_N1",1
"CD006182","CD006182_G10_N1",1
"CD006182","CD006182_G10_N6",1
"CD006182","CD006182_G11_N1",1
"CD006182","CD006182_G11_N2",2
"CD006182","CD006182_G11_N3",1
"CD006182","CD006182_G12_N1",2
"CD006182","CD006182_G12_N2",2
"CD006182","CD006182_G13_N1",1
"CD006182","CD006182_G5_N4",1
"CD006182","CD006182_G6_N1",1
"CD006185","CD006185_G1_N1",4
"CD006185","CD006185_G1_N3",6
"CD006185","CD006185_G1_N5",5
"CD006185","CD006185_G1_N7",9
"CD006185","CD006185_G1_N8",7
"CD006185","CD006185_G2_N1",5
"CD006185","CD006185_G3_N1",1
"CD006185","CD006185_G4_N1",1
"CD006185","CD006185_G4_N2",3
"CD006185","CD006185_G4_N3",42
"CD006185","CD006185_G5_N1",2
"CD006185","CD006185_G5_N2",3
"CD006185","CD006185_G5_N3",2
"CD006185","CD006185_G6_N1",29
"CD006404","CD006404_G1_N1",8
"CD006404","CD006404_G1_N10",6
"CD006404","CD006404_G1_N11",4
"CD006404","CD006404_G1_N12",4
"CD006404","CD006404_G1_N13",4
"CD006404","CD006404_G1_N14",3
"CD006404","CD006404_G1_N15",2
"CD006404","CD006404_G1_N16",3
"CD006404","CD006404_G1_N17",2
"CD006404","CD006404_G1_N18",2
"CD006404","CD006404_G1_N19",2
"CD006404","CD006404_G1_N2",7
"CD006404","CD006404_G1_N3",8
"CD006404","CD006404_G1_N4",7
"CD006404","CD006404_G1_N5",8
"CD006404","CD006404_G1_N6",4
"CD006404","CD006404_G1_N7",3
"CD006404","CD006404_G1_N8",7
"CD006404","CD006404_G1_N9",7
"CD006404","CD006404_G2_N1",6
"CD006404","CD006404_G2_N10",6
"CD006404","CD006404_G2_N2",6
"CD006404","CD006404_G2_N3",6
"CD006404","CD006404_G2_N4",6
"CD006404","CD006404_G2_N5",6
"CD006404","CD006404_G2_N6",6
"CD006404","CD006404_G2_N7",6
"CD006404","CD006404_G2_N8",6
"CD006404","CD006404_G2_N9",6
"CD006404","CD006404_G3_N1",1
"CD006404","CD006404_G3_N2",1
"CD006404","CD006404_G3_N3",1
"CD006404","CD006404_G3_N4",1
"CD006404","CD006404_G3_N5",1
"CD006404","CD006404_G3_N6",1
"CD006404","CD006404_G3_N7",1
"CD006404","CD006404_G3_N8",1
"CD006404","CD006404_G3_N9",1
"CD006404","CD006404_G4_N1",8
"CD006404","CD006404_G4_N10",112
"CD006404","CD006404_G4_N11",1
"CD006404","CD006404_G4_N12",3
"CD006404","CD006404_G4_N2",6
"CD006404","CD006404_G4_N3",17
"CD006404","CD006404_G4_N4",17
"CD006404","CD006404_G4_N5",16
"CD006404","CD006404_G4_N6",10
"CD006404","CD006404_G4_N7",10
"CD006404","CD006404_G4_N8",10
"CD006404","CD006404_G4_N9",13
"CD006475","CD006475_G1_N1",4
"CD006475","CD006475_G1_N10",15
"CD006475","CD006475_G1_N11",12
"CD006475","CD006475_G1_N2",18
"CD006475","CD006475_G1_N3",5
"CD006475","CD006475_G1_N4",3
"CD006475","CD006475_G1_N5",4
"CD006475","CD006475_G1_N6",1
"CD006475","CD006475_G1_N7",4
"CD006475","CD006475_G1_N8",14
"CD006475","CD006475_G1_N9",13
"CD006475","CD006475_G2_N1",3
"CD006475","CD006475_G2_N2",1
"CD006475","CD006475_G3_N1",1
"CD006475","CD006475_G3_N4",3
"CD006475","CD006475_G3_N7",1
"CD006475","CD006475_G4_N1",1
"CD006475","CD006475_G4_N4",1
"CD006515","CD006515_G1_N1",1
"CD006515","CD006515_G1_N10",1
"CD006515","CD006515_G1_N11",1
"CD006515","CD006515_G1_N12",2
"CD006536","CD006536_G1_N15",3
"CD006536","CD006536_G1_N16",3
"CD006536","CD006536_G1_N6",1
"CD006632","CD006632_G1_N1",9
"CD006632","CD006632_G1_N10",5
"CD006632","CD006632_G1_N11",5
"CD006632","CD006632_G1_N2",3
"CD006632","CD006632_G1_N3",12
"CD006632","CD006632_G1_N4",11
"CD006632","CD006632_G1_N7",4
"CD006632","CD006632_G1_N8",5
"CD006632","CD006632_G1_N9",2
"CD006632","CD006632_G2_N1",2
"CD006632","CD006632_G2_N2",3
"CD006632","CD006632_G2_N3",2
"CD006632","CD006632_G2_N6",2
"CD006689","CD006689_G1_N17",1
"CD006689","CD006689_G1_N19",1
"CD006689","CD006689_G1_N3",1
"CD006689","CD006689_G1_N4",2
"CD006689","CD006689_G1_N8",1
"CD006689","CD006689_G1_N9",3
"CD006689","CD006689_G2_N5",1
"CD006689","CD006689_G3_N15",1
"CD006689","CD006689_G3_N16",1
"CD006689","CD006689_G3_N17",1
"CD006689","CD006689_G3_N22",1
"CD006689","CD006689_G3_N4",1
"CD006689","CD006689_G3_N6",1
"CD006689","CD006689_G3_N7",2
"CD006689","CD006689_G3_N8",1
"CD006714","CD006714_G1_N1",1
"CD006714","CD006714_G1_N14",2
"CD006714","CD006714_G1_N2",1
"CD006714","CD006714_G1_N7",1
"CD006714","CD006714_G1_N8",1
"CD006742","CD006742_G1_N1",4
"CD006742","CD006742_G1_N2",1
"CD006839","CD006839_G1_N3",1
"CD006839","CD006839_G2_N2",2
"CD006839","CD006839_G4_N1",1
"CD006839","CD006839_G4_N2",1
"CD006913","CD006913_G1_N1",16
"CD006913","CD006913_G1_N10",15
"CD006913","CD006913_G1_N11",5
"CD006913","CD006913_G1_N12",16
"CD006913","CD006913_G1_N13",5
"CD006913","CD006913_G1_N14",1
"CD006913","CD006913_G1_N15",1
"CD006913","CD006913_G1_N2",16
"CD006913","CD006913_G1_N3",8
"CD006913","CD006913_G1_N4",4
"CD006913","CD006913_G1_N5",4
"CD006913","CD006913_G1_N6",9
"CD006913","CD006913_G1_N7",4
"CD006913","CD006913_G1_N8",17
"CD006913","CD006913_G1_N9",5
"CD006913","CD006913_G10_N1",1
"CD006913","CD006913_G10_N2",1
"CD006913","CD006913_G10_N3",1
"CD006913","CD006913_G10_N4",1
"CD006913","CD006913_G10_N5",1
"CD006913","CD006913_G10_N6",1
"CD006913","CD006913_G10_N7",1
"CD006913","CD006913_G11_N1",1
"CD006913","CD006913_G11_N10",1
"CD006913","CD006913_G11_N11",1
"CD006913","CD006913_G11_N12",1
"CD006913","CD006913_G11_N13",2
"CD006913","CD006913_G11_N14",1
"CD006913","CD006913_G11_N15",1
"CD006913","CD006913_G11_N2",2
"CD006913","CD006913_G11_N3",1
"CD006913","CD006913_G11_N4",1
"CD006913","CD006913_G11_N5",1
"CD006913","CD006913_G11_N6",1
"CD006913","CD006913_G11_N7",1
"CD006913","CD006913_G11_N8",1
"CD006913","CD006913_G11_N9",1
"CD006913","CD006913_G2_N1",16
"CD006913","CD006913_G2_N11",29
"CD006913","CD006913_G2_N2",3
"CD006913","CD006913_G2_N3",15
"CD006913","CD006913_G2_N4",2
"CD006913","CD006913_G2_N5",3
"CD006913","CD006913_G2_N6",1
"CD006913","CD006913_G2_N7",4
"CD006913","CD006913_G2_N8",3
"CD006913","CD006913_G2_N9",15
"CD006913","CD006913_G3_N1",6
"CD006913","CD006913_G3_N10",5
"CD006913","CD006913_G3_N11",7
"CD006913","CD006913_G3_N12",4
"CD006913","CD006913_G3_N13",1
"CD006913","CD006913_G3_N14",1
"CD006913","CD006913_G3_N2",5
"CD006913","CD006913_G3_N3",3
"CD006913","CD006913_G3_N4",3
"CD006913","CD006913_G3_N5",2
"CD006913","CD006913_G3_N6",3
"CD006913","CD006913_G3_N7",2
"CD006913","CD006913_G3_N8",7
"CD006913","CD006913_G3_N9",7
"CD006913","CD006913_G4_N1",8
"CD006913","CD006913_G4_N11",1
"CD006913","CD006913_G4_N13",26
"CD006913","CD006913_G4_N2",4
"CD006913","CD006913_G4_N3",5
"CD006913","CD006913_G4_N4",2
"CD006913","CD006913_G4_N5",1
"CD006913","CD006913_G4_N7",4
"CD006913","CD006913_G4_N8",1
"CD006913","CD006913_G4_N9",8
"CD006913","CD006913_G5_N1",6
"CD006913","CD006913_G5_N10",7
"CD006913","CD006913_G5_N11",3
"CD006913","CD006913_G5_N12",8
"CD006913","CD006913_G5_N13",3
"CD006913","CD006913_G5_N14",1
"CD006913","CD006913_G5_N15",1
"CD006913","CD006913_G5_N2",5
"CD006913","CD006913_G5_N3",2
"CD006913","CD006913_G5_N4",2
"CD006913","CD006913_G5_N5",1
"CD006913","CD006913_G5_N6",5
"CD006913","CD006913_G5_N7",2
"CD006913","CD006913_G5_N8",8
"CD006913","CD006913_G5_N9",3
"CD006913","CD006913_G6_N1",5
"CD006913","CD006913_G6_N11",1
"CD006913","CD006913_G6_N12",18
"CD006913","CD006913_G6_N2",2
"CD006913","CD006913_G6_N3",6
"CD006913","CD006913_G6_N4",2
"CD006913","CD006913_G6_N5",3
"CD006913","CD006913_G6_N6",2
"CD006913","CD006913_G6_N7",4
"CD006913","CD006913_G6_N8",3
"CD006913","CD006913_G6_N9",6
"CD006913","CD006913_G7_N1",2
"CD006913","CD006913_G7_N10",2
"CD006913","CD006913_G7_N11",4
"CD006913","CD006913_G7_N12",2
"CD006913","CD006913_G7_N15",1
"CD006913","CD006913_G7_N16",1
"CD006913","CD006913_G7_N17",3
"CD006913","CD006913_G7_N18",3
"CD006913","CD006913_G7_N19",3
"CD006913","CD006913_G7_N2",1
"CD006913","CD006913_G7_N20",3
"CD006913","CD006913_G7_N21",2
"CD006913","CD006913_G7_N22",2
"CD006913","CD006913_G7_N23",1
"CD006913","CD006913_G7_N24",2
"CD006913","CD006913_G7_N25",1
"CD006913","CD006913_G7_N26",2
"CD006913","CD006913_G7_N28",1
"CD006913","CD006913_G7_N29",3
"CD006913","CD006913_G7_N3",2
"CD006913","CD006913_G7_N30",2
"CD006913","CD006913_G7_N4",2
"CD006913","CD006913_G7_N5",5
"CD006913","CD006913_G7_N6",3
"CD006913","CD006913_G7_N7",3
"CD006913","CD006913_G7_N8",3
"CD006913","CD006913_G7_N9",4
"CD006913","CD006913_G8_N1",1
"CD006913","CD006913_G8_N2",1
"CD006913","CD006913_G8_N3",2
"CD006913","CD006913_G8_N4",1
"CD006913","CD006913_G8_N5",2
"CD006913","CD006913_G8_N6",1
"CD006913","CD006913_G9_N2",1
"CD006913","CD006913_G9_N4",1
"CD006919","CD006919_G1_N1",2
"CD006919","CD006919_G1_N2",2
"CD006942","CD006942_G1_N1",3
"CD006942","CD006942_G1_N2",3
"CD006942","CD006942_G1_N3",1
"CD006942","CD006942_G1_N4",2
"CD006942","CD006942_G1_N5",2
"CD006942","CD006942_G2_N1",3
"CD006942","CD006942_G2_N2",1
"CD006942","CD006942_G3_N1",1
"CD006942","CD006942_G4_N1",2
"CD006942","CD006942_G5_N1",4
"CD006942","CD006942_G6_N2",1
"CD006942","CD006942_G6_N3",1
"CD006982","CD006982_G1_N1",2
"CD006982","CD006982_G1_N3",2
"CD006982","CD006982_G1_N4",3
"CD006982","CD006982_G1_N5",4
"CD006982","CD006982_G1_N6",1
"CD006982","CD006982_G2_N1",4
"CD007110","CD007110_G1_N1",2
"CD007110","CD007110_G1_N2",2
"CD007110","CD007110_G1_N3",2
"CD007110","CD007110_G10_N1",1
"CD007110","CD007110_G11_N1",1
"CD007110","CD007110_G13_N1",2
"CD007110","CD007110_G13_N2",2
"CD007110","CD007110_G13_N3",2
"CD007110","CD007110_G14_N1",2
"CD007110","CD007110_G14_N2",2
"CD007110","CD007110_G14_N3",2
"CD007110","CD007110_G2_N1",2
"CD007110","CD007110_G2_N2",2
"CD007110","CD007110_G2_N3",2
"CD007110","CD007110_G4_N1",2
"CD007110","CD007110_G4_N2",2
"CD007110","CD007110_G4_N3",2
"CD007110","CD007110_G5_N1",2
"CD007110","CD007110_G5_N2",2
"CD007110","CD007110_G5_N3",2
"CD007110","CD007110_G7_N1",2
"CD007110","CD007110_G7_N2",2
"CD007110","CD007110_G7_N3",2
"CD007110","CD007110_G7_N4",2
"CD007110","CD007110_G8_N1",1
"CD007156","CD007156_G1_N1",6
"CD007156","CD007156_G2_N2",1
"CD007374","CD007374_G1_N1",4
"CD007374","CD007374_G1_N16",1
"CD007374","CD007374_G1_N17",1
"CD007374","CD007374_G1_N18",2
"CD007374","CD007374_G1_N19",1
"CD007374","CD007374_G1_N2",4
"CD007374","CD007374_G2_N4",1
"CD007374","CD007374_G2_N5",2
"CD007374","CD007374_G2_N6",1
"CD007491","CD007491_G1_N1",3
"CD007491","CD007491_G1_N2",5
"CD007491","CD007491_G1_N3",8
"CD007491","CD007491_G1_N5",4
"CD007569","CD007569_G3_N1",6
"CD007569","CD007569_G4_N1",6
"CD007569","CD007569_G4_N2",1
"CD007572","CD007572_G1_N1",3
"CD007572","CD007572_G1_N10",2
"CD007572","CD007572_G1_N11",2
"CD007572","CD007572_G1_N2",4
"CD007572","CD007572_G1_N4",2
"CD007572","CD007572_G1_N5",1
"CD007572","CD007572_G1_N6",2
"CD007572","CD007572_G1_N7",2
"CD007572","CD007572_G1_N8",2
"CD007572","CD007572_G1_N9",4
"CD007572","CD007572_G2_N1",1
"CD007572","CD007572_G2_N2",1
"CD007572","CD007572_G2_N3",1
"CD007572","CD007572_G2_N4",1
"CD007572","CD007572_G3_N1",1
"CD007572","CD007572_G3_N2",1
"CD007572","CD007572_G3_N3",1
"CD007572","CD007572_G3_N4",1
"CD007639","CD007639_G3_N6",1
"CD007639","CD007639_G3_N7",1
"CD007639","CD007639_G4_N1",1
"CD007639","CD007639_G4_N2",2
"CD007639","CD007639_G4_N3",1
"CD007639","CD007639_G9_N4",2
"CD007674","CD007674_G4_N4",1
"CD007693","CD007693_G1_N1",3
"CD007693","CD007693_G10_N1",4
"CD007693","CD007693_G11_N1",1
"CD007693","CD007693_G12_N1",2
"CD007693","CD007693_G2_N1",8
"CD007693","CD007693_G3_N1",16
"CD007693","CD007693_G4_N1",2
"CD007693","CD007693_G5_N1",6
"CD007693","CD007693_G6_N1",2
"CD007693","CD007693_G7_N1",4
"CD007693","CD007693_G8_N1",2
"CD007693","CD007693_G9_N1",2
"CD007784","CD007784_G1_N11",1
"CD007784","CD007784_G1_N14",1
"CD007784","CD007784_G1_N18",1
"CD007784","CD007784_G1_N19",1
"CD007784","CD007784_G1_N20",1
"CD007784","CD007784_G1_N21",2
"CD007784","CD007784_G1_N27",1
"CD007784","CD007784_G1_N28",1
"CD007784","CD007784_G1_N29",1
"CD007784","CD007784_G1_N30",1
"CD007784","CD007784_G1_N31",1
"CD007784","CD007784_G1_N33",1
"CD007784","CD007784_G1_N34",1
"CD007784","CD007784_G1_N35",1
"CD007784","CD007784_G1_N39",1
"CD007784","CD007784_G1_N4",1
"CD007784","CD007784_G1_N40",1
"CD007784","CD007784_G1_N41",1
"CD007784","CD007784_G1_N42",1
"CD007784","CD007784_G1_N43",1
"CD007784","CD007784_G1_N44",1
"CD007784","CD007784_G1_N46",1
"CD007784","CD007784_G1_N47",1
"CD007784","CD007784_G1_N49",1
"CD007784","CD007784_G1_N51",1
"CD007784","CD007784_G1_N52",1
"CD007784","CD007784_G1_N58",1
"CD007784","CD007784_G1_N59",1
"CD007784","CD007784_G1_N60",1
"CD007784","CD007784_G1_N61",1
"CD007809","CD007809_G1_N1",1
"CD007809","CD007809_G1_N2",1
"CD007809","CD007809_G1_N3",1
"CD007809","CD007809_G2_N1",1
"CD007859","CD007859_G3_N4",1
"CD007872","CD007872_G1_N1",2
"CD007872","CD007872_G1_N10",2
"CD007872","CD007872_G1_N14",1
"CD007872","CD007872_G1_N22",1
"CD007872","CD007872_G1_N23",1
"CD007872","CD007872_G1_N3",2
"CD007872","CD007872_G1_N5",1
"CD007872","CD007872_G1_N7",1
"CD007896","CD007896_G1_N1",56
"CD007896","CD007896_G1_N2",56
"CD007896","CD007896_G1_N3",18
"CD007896","CD007896_G1_N4",9
"CD007896","CD007896_G2_N1",56
"CD007896","CD007896_G2_N2",56
"CD007896","CD007896_G2_N3",47
"CD007896","CD007896_G2_N4",35
"CD007896","CD007896_G3_N1",56
"CD007896","CD007896_G3_N2",56
"CD007896","CD007896_G3_N3",47
"CD007896","CD007896_G3_N4",35
"CD007896","CD007896_G4_N1",51
"CD007896","CD007896_G4_N2",51
"CD007896","CD007896_G4_N3",18
"CD007896","CD007896_G4_N4",9
"CD007896","CD007896_G5_N1",37
"CD007896","CD007896_G5_N2",37
"CD007896","CD007896_G5_N3",12
"CD007896","CD007896_G5_N4",5
"CD007896","CD007896_G6_N1",19
"CD007896","CD007896_G6_N2",19
"CD007896","CD007896_G6_N3",5
"CD007896","CD007896_G6_N4",1
"CD007896","CD007896_G7_N1",47
"CD007896","CD007896_G7_N2",47
"CD007896","CD007896_G7_N3",15
"CD007896","CD007896_G7_N4",8
"CD007896","CD007896_G8_N1",48
"CD007896","CD007896_G8_N2",48
"CD007896","CD007896_G8_N3",17
"CD007896","CD007896_G8_N4",5
"CD007896","CD007896_G9_N1",55
"CD007896","CD007896_G9_N2",55
"CD007896","CD007896_G9_N3",18
"CD007896","CD007896_G9_N4",9
"CD008063","CD008063_G1_N1",50
"CD008063","CD008063_G1_N2",5
"CD008063","CD008063_G1_N3",2
"CD008063","CD008063_G2_N1",36
"CD008063","CD008063_G2_N2",2
"CD008063","CD008063_G2_N3",5
"CD008063","CD008063_G3_N1",16
"CD008063","CD008063_G4_N1",46
"CD008063","CD008063_G4_N2",5
"CD008063","CD008063_G4_N3",12
"CD008145","CD008145_G1_N1",6
"CD008145","CD008145_G1_N2",2
"CD008145","CD008145_G1_N3",1
"CD008145","CD008145_G1_N4",1
"CD008145","CD008145_G1_N5",1
"CD008145","CD008145_G1_N6",4
"CD008145","CD008145_G1_N7",1
"CD008145","CD008145_G1_N8",3
"CD008145","CD008145_G10_N1",1
"CD008145","CD008145_G10_N2",1
"CD008145","CD008145_G10_N3",1
"CD008145","CD008145_G10_N4",1
"CD008145","CD008145_G10_N5",1
"CD008145","CD008145_G11_N1",1
"CD008145","CD008145_G11_N2",1
"CD008145","CD008145_G2_N1",1
"CD008145","CD008145_G2_N2",4
"CD008145","CD008145_G2_N3",2
"CD008145","CD008145_G3_N1",6
"CD008145","CD008145_G4_N1",2
"CD008145","CD008145_G4_N2",1
"CD008145","CD008145_G4_N3",1
"CD008145","CD008145_G4_N4",1
"CD008145","CD008145_G4_N5",1
"CD008145","CD008145_G4_N6",1
"CD008145","CD008145_G5_N1",6
"CD008145","CD008145_G5_N2",1
"CD008145","CD008145_G5_N3",6
"CD008145","CD008145_G5_N4",3
"CD008145","CD008145_G5_N5",3
"CD008145","CD008145_G5_N6",2
"CD008145","CD008145_G5_N7",1
"CD008145","CD008145_G6_N1",2
"CD008145","CD008145_G6_N2",1
"CD008145","CD008145_G6_N3",1
"CD008145","CD008145_G7_N1",1
"CD008145","CD008145_G8_N1",1
"CD008145","CD008145_G8_N2",1
"CD008145","CD008145_G8_N3",1
"CD008145","CD008145_G9_N1",1
"CD008145","CD008145_G9_N2",1
"CD008145","CD008145_G9_N3",1
"CD008145","CD008145_G9_N4",1
"CD008145","CD008145_G9_N5",1
"CD008145","CD008145_G9_N6",1
"CD008145","CD008145_G9_N7",3
"CD008165","CD008165_G1_N1",8
"CD008165","CD008165_G1_N2",7
"CD008165","CD008165_G1_N3",9
"CD008165","CD008165_G1_N4",13
"CD008165","CD008165_G1_N5",3
"CD008165","CD008165_G1_N6",7
"CD008309","CD008309_G1_N11",1
"CD008349","CD008349_G1_N1",63
"CD008349","CD008349_G1_N13",1
"CD008349","CD008349_G1_N14",15
"CD008349","CD008349_G1_N2",2
"CD008349","CD008349_G1_N3",10
"CD008349","CD008349_G1_N4",13
"CD008349","CD008349_G1_N7",2
"CD008349","CD008349_G1_N8",4
"CD008349","CD008349_G2_N7",1
"CD008469","CD008469_G1_N1",2
"CD008469","CD008469_G1_N3",2
"CD008469","CD008469_G1_N6",1
"CD008469","CD008469_G2_N1",2
"CD008493","CD008493_G1_N1",1
"CD008493","CD008493_G1_N3",2
"CD008493","CD008493_G1_N4",2
"CD008493","CD008493_G1_N5",2
"CD008493","CD008493_G1_N7",3
"CD008493","CD008493_G1_N8",3
"CD008493","CD008493_G2_N1",4
"CD008493","CD008493_G2_N2",4
"CD008493","CD008493_G2_N3",10
"CD008493","CD008493_G2_N4",4
"CD008493","CD008493_G2_N5",5
"CD008493","CD008493_G2_N6",2
"CD008493","CD008493_G2_N7",4
"CD008493","CD008493_G3_N1",4
"CD008493","CD008493_G3_N2",4
"CD008493","CD008493_G3_N3",7
"CD008493","CD008493_G3_N4",2
"CD008493","CD008493_G3_N5",3
"CD008493","CD008493_G3_N6",2
"CD008493","CD008493_G3_N7",4
"CD008493","CD008493_G4_N4",1
"CD008493","CD008493_G4_N6",3
"CD008493","CD008493_G4_N7",3
"CD008552","CD008552_G1_N1",15
"CD008552","CD008552_G1_N2",5
"CD008552","CD008552_G1_N3",13
"CD008552","CD008552_G1_N4",9
"CD008552","CD008552_G1_N5",15
"CD008552","CD008552_G1_N6",15
"CD008552","CD008552_G1_N7",15
"CD008552","CD008552_G2_N1",14
"CD008552","CD008552_G2_N2",2
"CD008552","CD008552_G2_N3",11
"CD008552","CD008552_G2_N4",7
"CD008552","CD008552_G2_N5",14
"CD008552","CD008552_G2_N6",14
"CD008552","CD008552_G3_N1",14
"CD008552","CD008552_G3_N2",11
"CD008552","CD008552_G3_N3",8
"CD008552","CD008552_G3_N4",14
"CD008552","CD008552_G3_N5",14
"CD008552","CD008552_G3_N6",14
"CD008552","CD008552_G4_N1",2
"CD008564","CD008564_G1_N1",6
"CD008564","CD008564_G1_N10",6
"CD008564","CD008564_G1_N2",6
"CD008564","CD008564_G1_N3",5
"CD008564","CD008564_G1_N4",6
"CD008564","CD008564_G1_N5",4
"CD008564","CD008564_G1_N7",5
"CD008564","CD008564_G1_N8",6
"CD008564","CD008564_G1_N9",6
"CD008564","CD008564_G2_N1",5
"CD008564","CD008564_G2_N2",5
"CD008564","CD008564_G2_N3",4
"CD008564","CD008564_G2_N4",5
"CD008564","CD008564_G2_N5",3
"CD008564","CD008564_G3_N1",6
"CD008564","CD008564_G3_N2",6
"CD008564","CD008564_G3_N3",5
"CD008564","CD008564_G3_N4",6
"CD008564","CD008564_G3_N5",4
"CD008564","CD008564_G4_N1",3
"CD008564","CD008564_G4_N2",3
"CD008564","CD008564_G4_N3",3
"CD008564","CD008564_G4_N4",1
"CD008564","CD008564_G4_N5",2
"CD008564","CD008564_G5_N1",5
"CD008564","CD008564_G5_N2",5
"CD008564","CD008564_G5_N3",4
"CD008564","CD008564_G5_N4",5
"CD008564","CD008564_G5_N5",4
"CD008564","CD008564_G6_N1",5
"CD008564","CD008564_G6_N2",5
"CD008564","CD008564_G6_N3",4
"CD008564","CD008564_G6_N4",5
"CD008564","CD008564_G6_N5",4
"CD008628","CD008628_G2_N1",1
"CD008628","CD008628_G2_N4",1
"CD008879","CD008879_G1_N1",1
"CD008879","CD008879_G1_N2",1
"CD008879","CD008879_G2_N1",1
"CD008879","CD008879_G2_N2",2
"CD008879","CD008879_G3_N1",4
"CD008879","CD008879_G3_N2",6
"CD008879","CD008879_G3_N3",1
"CD008879","CD008879_G4_N1",3
"CD008879","CD008879_G4_N2",3
"CD008879","CD008879_G4_N3",3
"CD008879","CD008879_G5_N1",1
"CD008940","CD008940_G1_N1",3
"CD008940","CD008940_G1_N2",1
"CD008940","CD008940_G1_N3",4
"CD008940","CD008940_G1_N4",3
"CD008940","CD008940_G1_N5",2
"CD008940","CD008940_G1_N6",3
"CD008940","CD008940_G10_N5",1
"CD008940","CD008940_G11_N1",1
"CD008940","CD008940_G11_N2",1
"CD008940","CD008940_G11_N4",2
"CD008940","CD008940_G12_N1",1
"CD008940","CD008940_G12_N3",1
"CD008940","CD008940_G13_N2",1
"CD008940","CD008940_G13_N3",1
