"analysis_id","review_id","outcome_type","measure","k","MAFI","MAFI_class","I2","estimate","pval","study_year"
"CD010861_G1_N18","CD010861","GENSUM","GEN_CI",9,0.389,"Moderate Fragility",96.5,0.6826,0.0032,2017
"CD010861_G1_N4","CD010861","GENSUM","GEN_CI",3,0.319,"Moderate Fragility",0,-0.1008,0.1685,2017
"CD010861_G1_N6","CD010861","GENSUM","GEN_CI",3,0.456,"Moderate Fragility",0,1.1018,3e-04,2008
"CD010861_G1_N7","CD010861","GENSUM","GEN_CI",7,0.33,"Moderate Fragility",65.9,1.131,0,2010
"CD010861_G1_N8","CD010861","GENSUM","GEN_CI",4,0.458,"Moderate Fragility",0,0.9852,0.0423,2017
"CD010861_G1_N9","CD010861","DICH","logOR",12,0.395,"Moderate Fragility",0,0.0036,0.9954,2013
"CD010861_G3_N6","CD010861","DICH","logOR",3,0.304,"Moderate Fragility",0,0.4466,0.121,2008
"CD010861_G5_N2","CD010861","GENSUM","GEN_CI",3,0.628,"High Fragility",94.6,1.3046,0.0226,2005
"CD010861_G6_N5","CD010861","DICH","logOR",3,0.638,"High Fragility",0,0.0191,0.9869,1996
"CD010861_G6_N7","CD010861","DICH","logOR",5,0.282,"Low Fragility",0,0.1855,0.7938,2000
"CD010861_G6_N8","CD010861","GENSUM","GEN_CI",3,0.314,"Moderate Fragility",0,0.2872,0.1668,2007
"CD010861_G6_N9","CD010861","GENSUM","GEN_CI",3,0.417,"Moderate Fragility",0,0.1811,0.3358,2007
"CD010861_G7_N1","CD010861","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2016
"CD010861_G7_N2","CD010861","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2015
"CD010861_G7_N3","CD010861","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2017
"CD010966_G18_N1","CD010966","GENSUM","GIV",6,0.348,"Moderate Fragility",51,3.582,0,2017
"CD010966_G18_N13","CD010966","GENSUM","GIV",6,0.491,"Moderate Fragility",87.5,3.6786,0.0076,2018
"CD010966_G18_N14","CD010966","GENSUM","GIV",8,0.391,"Moderate Fragility",86,2.2793,3e-04,2017
"CD010966_G18_N20","CD010966","GENSUM","GIV",7,0.384,"Moderate Fragility",86.8,-7.3461,0,2017
"CD010966_G18_N24","CD010966","GENSUM","GIV",4,0.54,"High Fragility",0,-0.0082,0.827,2017
"CD011044_G1_N1","CD011044","GENSUM","GIV",4,0.465,"Moderate Fragility",0,0.0805,0.4392,1999.5
"CD011044_G2_N1","CD011044","GENSUM","GIV",8,0.515,"High Fragility",91.2,-0.1493,0.3349,2004
"CD011044_G2_N2","CD011044","GENSUM","GIV",5,0.648,"High Fragility",92.7,-0.3045,0.1781,2007
"CD011044_G3_N1","CD011044","GENSUM","GIV",28,0.094,"Robust",36.2,-0.1415,1e-04,2017.5
"CD011044_G3_N2","CD011044","GENSUM","GIV",20,0.119,"Robust",53.8,-0.2434,0,2017.5
"CD011044_G4_N1","CD011044","GENSUM","GIV",8,0.561,"High Fragility",50.4,-0.1856,0.0386,2020
"CD011044_G4_N2","CD011044","GENSUM","GIV",8,0.317,"Moderate Fragility",55.1,-0.3493,1e-04,2020
"CD011044_G4_N3","CD011044","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD011044_G5_N1","CD011044","GENSUM","GIV",4,0.566,"High Fragility",77.2,-0.2041,0.307,1990.5
"CD011197_G1_N5","CD011197","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD011197_G1_N6","CD011197","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD011197_G1_N7","CD011197","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD011218_G1_N1","CD011218","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2008
"CD011305_G1_N3","CD011305","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2020
"CD011535_G1_N1","CD011535","GENSUM","GEN_CI",6,0.401,"Moderate Fragility",24.8,2.3364,0.0175,2016
"CD011535_G1_N10","CD011535","GENSUM","GEN_CI",10,0.339,"Moderate Fragility",90.7,0.5673,0,2016
"CD011535_G1_N11","CD011535","GENSUM","GEN_CI",10,0.353,"Moderate Fragility",95.2,0.7581,0,2015.5
"CD011535_G1_N12","CD011535","GENSUM","GEN_CI",5,0.417,"Moderate Fragility",91,1.0357,0,2018
"CD011535_G1_N13","CD011535","GENSUM","GEN_CI",9,0.202,"Low Fragility",0,4.1478,1e-04,2016
"CD011535_G1_N14","CD011535","GENSUM","GEN_CI",5,0.23,"Low Fragility",0,12.9774,0.0011,2018
"CD011535_G1_N15","CD011535","GENSUM","GEN_CI",4,0.645,"High Fragility",89.2,0.3874,0.0103,2018
"CD011535_G1_N2","CD011535","GENSUM","GEN_CI",4,0.415,"Moderate Fragility",69.6,0.8039,0,2005.5
"CD011535_G1_N4","CD011535","GENSUM","GEN_CI",35,0.032,"Robust",4.3,7.8412,0,2012
"CD011535_G1_N5","CD011535","GENSUM","GEN_CI",11,0.163,"Low Fragility",0,12.6911,0,2014
"CD011535_G1_N6","CD011535","GENSUM","GEN_CI",38,0.06,"Robust",20.7,14.3423,0,2017
"CD011535_G1_N8","CD011535","GENSUM","GEN_CI",12,0.175,"Low Fragility",23.1,2.9042,0,2015
"CD011535_G2_N1","CD011535","GENSUM","GEN_CI",6,0.426,"Moderate Fragility",16.4,0.3263,0.2626,2016
"CD011535_G2_N10","CD011535","GENSUM","GEN_CI",9,0.177,"Low Fragility",0,0.8586,0,2016
"CD011535_G2_N11","CD011535","GENSUM","GEN_CI",10,0.167,"Low Fragility",0,0.7869,0,2015.5
"CD011535_G2_N12","CD011535","GENSUM","GEN_CI",4,0.357,"Moderate Fragility",0,0.8845,0.001,2018
"CD011535_G2_N14","CD011535","GENSUM","GEN_CI",12,0.181,"Low Fragility",0,0.4827,0.0087,2017
"CD011535_G2_N15","CD011535","GENSUM","GEN_CI",5,0.375,"Moderate Fragility",0,0.4171,0.0582,2018
"CD011535_G2_N16","CD011535","GENSUM","GEN_CI",5,0.375,"Moderate Fragility",0,0.4814,0.2529,2018
"CD011535_G2_N2","CD011535","DICH","logOR",3,0.505,"High Fragility",0,0.0061,0.9958,2008
"CD011535_G2_N4","CD011535","GENSUM","GEN_CI",35,0.111,"Robust",0,0.2096,0.001,2012
"CD011535_G2_N5","CD011535","GENSUM","GEN_CI",12,0.14,"Robust",0,0.6304,0.0058,2013.5
"CD011535_G2_N6","CD011535","GENSUM","GEN_CI",37,0.019,"Robust",0,0.5425,0,2017
"CD011535_G2_N7","CD011535","GENSUM","GEN_CI",19,0.157,"Low Fragility",2.1,0.393,0.0183,2016.5
"CD011535_G2_N8","CD011535","GENSUM","GEN_CI",13,0.222,"Low Fragility",0,0.7572,0.0384,2015
"CD011535_G3_N1","CD011535","GENSUM","GEN_CI",6,0.219,"Low Fragility",0,2.2758,0,2012
"CD011535_G3_N10","CD011535","GENSUM","GEN_CI",10,0.334,"Moderate Fragility",89.5,0.7295,0,2016
"CD011535_G3_N11","CD011535","GENSUM","GEN_CI",10,0.332,"Moderate Fragility",88.9,0.8971,0,2015.5
"CD011535_G3_N12","CD011535","GENSUM","GEN_CI",4,0.419,"Moderate Fragility",87.6,0.9891,0,2017.5
"CD011535_G3_N13","CD011535","GENSUM","GEN_CI",11,0.209,"Low Fragility",31.2,3.2909,0,2016
"CD011535_G3_N14","CD011535","GENSUM","GEN_CI",5,0.238,"Low Fragility",0,10.7996,0,2018
"CD011535_G3_N15","CD011535","GENSUM","GEN_CI",7,0.402,"Moderate Fragility",88.5,0.4376,0.0035,2023
"CD011535_G3_N2","CD011535","GENSUM","GEN_CI",3,0.287,"Low Fragility",0,1.0062,0,2008
"CD011535_G3_N4","CD011535","GENSUM","GEN_CI",37,0.047,"Robust",20,7.4346,0,2012
"CD011535_G3_N5","CD011535","GENSUM","GEN_CI",12,0.134,"Robust",0,9.4043,0,2013.5
"CD011535_G3_N6","CD011535","GENSUM","GEN_CI",36,0.063,"Robust",27.3,10.9744,0,2017
"CD011535_G3_N7","CD011535","GENSUM","GEN_CI",17,0.105,"Robust",24.3,8.7218,0,2016
"CD011535_G3_N8","CD011535","GENSUM","GEN_CI",13,0.273,"Low Fragility",80.9,2.047,0,2015
"CD011535_G4_N1","CD011535","GENSUM","GEN_CI",7,0.239,"Low Fragility",2.4,2.1787,0,2012
"CD011535_G4_N10","CD011535","GENSUM","GEN_CI",9,0.355,"Moderate Fragility",91.9,0.6721,0,2016
"CD011535_G4_N11","CD011535","GENSUM","GEN_CI",10,0.347,"Moderate Fragility",93.5,0.831,0,2015.5
"CD011535_G4_N12","CD011535","GENSUM","GEN_CI",5,0.428,"Moderate Fragility",95.4,1.0159,0,2018
"CD011535_G4_N14","CD011535","GENSUM","GEN_CI",11,0.209,"Low Fragility",26.7,3.3475,0,2018
"CD011535_G4_N15","CD011535","GENSUM","GEN_CI",5,0.269,"Low Fragility",0,11.7991,0,2018
"CD011535_G4_N16","CD011535","GENSUM","GEN_CI",4,0.463,"Moderate Fragility",90.6,0.3727,0.0039,2018
"CD011535_G4_N4","CD011535","GENSUM","GEN_CI",31,0.031,"Robust",10.9,7.0387,0,2012
"CD011535_G4_N5","CD011535","GENSUM","GEN_CI",12,0.22,"Low Fragility",40.1,9.9277,0,2013.5
"CD011535_G4_N6","CD011535","GENSUM","GEN_CI",34,0.112,"Robust",49.8,13.343,0,2017
"CD011535_G4_N7","CD011535","GENSUM","GEN_CI",19,0.106,"Robust",40.8,7.642,0,2016.5
"CD011535_G4_N8","CD011535","GENSUM","GEN_CI",11,0.278,"Low Fragility",67.8,2.2192,0,2015
"CD011535_G5_N11","CD011535","GENSUM","GEN_CI",10,0.197,"Low Fragility",20.2,-0.6042,0,2017
"CD011535_G5_N12","CD011535","GENSUM","GEN_CI",4,0.588,"High Fragility",99.2,-1.5634,0.0222,2018
"CD011535_G5_N13","CD011535","GENSUM","GEN_CI",4,0.785,"High Fragility",60.6,0.2229,0.0218,2018
"CD011535_G5_N3","CD011535","GENSUM","GEN_CI",26,0.161,"Low Fragility",78.7,-1.0454,0,2011
"CD011535_G5_N4","CD011535","GENSUM","GEN_CI",8,0.345,"Moderate Fragility",78,-1.4174,0,2012.5
"CD011535_G5_N5","CD011535","GENSUM","GEN_CI",11,0.332,"Moderate Fragility",93.6,-1.3343,0,2017.5
"CD011535_G5_N6","CD011535","GENSUM","GEN_CI",11,0.295,"Low Fragility",77.1,-1.3922,0,2016
"CD011535_G5_N7","CD011535","GENSUM","GEN_CI",7,0.392,"Moderate Fragility",86.1,-0.6961,1e-04,2015
"CD011535_G5_N9","CD011535","GENSUM","GEN_CI",7,0.328,"Moderate Fragility",59.2,0.3005,0,2016
"CD011535_G6_N1","CD011535","GENSUM","GEN_CI",6,0.378,"Moderate Fragility",76,1.1124,0,2016
"CD011535_G6_N10","CD011535","GENSUM","GEN_CI",9,0.276,"Low Fragility",52.9,1.015,0,2016
"CD011535_G6_N11","CD011535","GENSUM","GEN_CI",10,0.152,"Low Fragility",0,0.9784,0,2015.5
"CD011535_G6_N12","CD011535","GENSUM","GEN_CI",4,0.243,"Low Fragility",0.1,1.0284,0,2018
"CD011535_G6_N14","CD011535","GENSUM","GEN_CI",12,0.176,"Low Fragility",25.7,1.2103,0,2017
"CD011535_G6_N15","CD011535","GENSUM","GEN_CI",5,0.277,"Low Fragility",13,1.3648,0,2018
"CD011535_G6_N16","CD011535","GENSUM","GEN_CI",5,0.282,"Low Fragility",0,1.1796,0,2018
"CD011535_G6_N2","CD011535","GENSUM","GEN_CI",3,0.305,"Moderate Fragility",10.8,1.1152,0,2008
"CD011535_G6_N4","CD011535","GENSUM","GEN_CI",31,0.068,"Robust",33.4,1.0311,0,2012
"CD011535_G6_N5","CD011535","GENSUM","GEN_CI",12,0.122,"Robust",0,1.0595,0,2013.5
"CD011535_G6_N6","CD011535","GENSUM","GEN_CI",37,0.106,"Robust",51.8,1.1561,0,2017
"CD011535_G6_N7","CD011535","GENSUM","GEN_CI",19,0.071,"Robust",25.6,0.9446,0,2016.5
"CD011535_G6_N8","CD011535","GENSUM","GEN_CI",12,0.23,"Low Fragility",53.4,0.944,0,2015
"CD011575_G1_N17","CD011575","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2010
"CD011575_G1_N18","CD011575","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD011600_G1_N1","CD011600","GENSUM","GIV",5,0.412,"Moderate Fragility",82.9,-0.3177,0,2018
"CD011600_G1_N13","CD011600","GENSUM","GIV",3,0.269,"Low Fragility",0,0.4474,0,2020
"CD011600_G1_N2","CD011600","GENSUM","GIV",5,0.298,"Low Fragility",0.1,-0.1647,0,2018
"CD011600_G1_N24","CD011600","GENSUM","GIV",3,0.288,"Low Fragility",0,-0.4678,0.0012,2020
"CD011600_G1_N4","CD011600","GENSUM","GIV",10,0.334,"Moderate Fragility",82.8,-0.2983,0,2018
"CD011600_G1_N5","CD011600","GENSUM","GIV",4,0.243,"Low Fragility",0,-0.2814,0,2020
"CD011600_G1_N6","CD011600","GENSUM","GIV",4,0.426,"Moderate Fragility",41.3,-0.2606,0.0012,2019
"CD011600_G2_N1","CD011600","GENSUM","GIV",4,0.445,"Moderate Fragility",86.8,-0.3587,0,2019
"CD011600_G2_N13","CD011600","GENSUM","GIV",3,0.269,"Low Fragility",0,0.4474,0,2020
"CD011600_G2_N2","CD011600","GENSUM","GIV",4,0.457,"Moderate Fragility",0.1,-0.1715,0,2019
"CD011600_G2_N24","CD011600","GENSUM","GIV",3,0.288,"Low Fragility",0,-0.4678,0.0012,2020
"CD011600_G2_N4","CD011600","GENSUM","GIV",8,0.381,"Moderate Fragility",88.6,-0.3328,0,2019
"CD011600_G2_N5","CD011600","GENSUM","GIV",4,0.243,"Low Fragility",0,-0.2814,0,2020
"CD011600_G2_N6","CD011600","GENSUM","GIV",3,0.614,"High Fragility",56.5,-0.259,0.0076,2020
"CD011624_G1_N12","CD011624","GENSUM","GIV",4,0.407,"Moderate Fragility",53,0.4362,0.003,2018.5
"CD011624_G1_N23","CD011624","GENSUM","GIV",3,0.288,"Low Fragility",0,0.1167,0.4851,2018
"CD011624_G1_N24","CD011624","GENSUM","GIV",3,0.638,"High Fragility",0,-0.1513,0.4554,2018
"CD011624_G1_N26","CD011624","GENSUM","GIV",4,0.546,"High Fragility",34.3,-0.085,0.4007,2018.5
"CD011624_G1_N27","CD011624","GENSUM","GIV",4,0.54,"High Fragility",0,2.4163,0.9252,2018.5
"CD011624_G1_N3","CD011624","GENSUM","GIV",3,0.286,"Low Fragility",0,-0.0357,0.8093,2019
"CD011624_G1_N33","CD011624","GENSUM","GIV",3,0.261,"Low Fragility",0,-0.0834,0.5109,2019
"CD011624_G1_N4","CD011624","GENSUM","GIV",3,0.525,"High Fragility",26.8,-0.2441,0.4404,2019
"CD011624_G1_N5","CD011624","GENSUM","GIV",3,0.55,"High Fragility",22.6,-0.021,0.8457,2018
"CD011626_G1_N4","CD011626","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2017
"CD011626_G2_N2","CD011626","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2016.5
"CD011627_G1_N1","CD011627","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2004.5
"CD011627_G2_N1","CD011627","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2014
"CD011627_G3_N1","CD011627","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2015.5
"CD011671_G1_N1","CD011671","GENSUM","GIV",16,0.06,"Robust",0,0,1,2008
"CD011671_G1_N10","CD011671","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2008
"CD011671_G1_N5","CD011671","GENSUM","GIV",6,0.433,"Moderate Fragility",22.6,-0.4848,0.0551,2014.5
"CD011671_G1_N6","CD011671","GENSUM","GIV",7,0.223,"Low Fragility",0,-0.4709,0.0021,2014.5
"CD011671_G1_N7","CD011671","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2008
"CD011671_G1_N8","CD011671","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,1985
"CD011671_G1_N9","CD011671","GENSUM","GIV",3,0.931,"High Fragility",63.2,-0.0706,0.9368,2014
"CD011762_G1_N1","CD011762","GENSUM","GIV",15,0.075,"Robust",0,0,1,2009
"CD011762_G1_N14","CD011762","GENSUM","GIV",12,0.12,"Robust",0,0,1,2011.5
"CD011762_G1_N2","CD011762","GENSUM","GIV",23,0,"Robust",0,0,1,2010
"CD011762_G1_N3","CD011762","GENSUM","GIV",24,0,"Robust",0,0,1,2010
"CD011762_G1_N4","CD011762","GENSUM","GIV",28,0,"Robust",0,0,1,2010
"CD011762_G1_N5","CD011762","GENSUM","GIV",13,0.105,"Robust",0,0,1,2008
"CD011762_G1_N6","CD011762","GENSUM","GIV",16,0.06,"Robust",0,0,1,2011.5
"CD011762_G10_N2","CD011762","GENSUM","GIV",21,0,"Robust",0,0,1,2010
"CD011762_G10_N3","CD011762","GENSUM","GIV",23,0,"Robust",0,0,1,2010
"CD011762_G10_N4","CD011762","GENSUM","GIV",24,0,"Robust",0,0,1,2010
"CD011762_G10_N5","CD011762","GENSUM","GIV",10,0.15,"Robust",0,0,1,2008
"CD011762_G10_N6","CD011762","GENSUM","GIV",14,0.09,"Robust",0,0,1,2011.5
"CD011762_G11_N1","CD011762","GENSUM","GIV",14,0.09,"Robust",0,0,1,2009.5
"CD011762_G11_N14","CD011762","GENSUM","GIV",10,0.15,"Robust",0,0,1,2009.5
"CD011762_G11_N2","CD011762","GENSUM","GIV",21,0,"Robust",0,0,1,2010
"CD011762_G11_N3","CD011762","GENSUM","GIV",21,0,"Robust",0,0,1,2010
"CD011762_G11_N4","CD011762","GENSUM","GIV",27,0,"Robust",0,0,1,2010
"CD011762_G11_N5","CD011762","GENSUM","GIV",12,0.12,"Robust",0,0,1,2008.5
"CD011762_G11_N6","CD011762","GENSUM","GIV",16,0.06,"Robust",0,0,1,2011.5
"CD011762_G2_N11","CD011762","GENSUM","GIV",11,0.135,"Robust",0,0,1,2013
"CD011762_G2_N2","CD011762","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2012
"CD011762_G2_N3","CD011762","GENSUM","GIV",12,0.12,"Robust",0,0,1,2008.5
"CD011762_G2_N4","CD011762","GENSUM","GIV",12,0.12,"Robust",0,0,1,2008
"CD011762_G2_N5","CD011762","GENSUM","GIV",13,0.105,"Robust",0,0,1,2008
"CD011762_G2_N6","CD011762","GENSUM","GIV",16,0.06,"Robust",0,0,1,2011.5
"CD011762_G3_N10","CD011762","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2019
"CD011762_G3_N2","CD011762","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2011.5
"CD011762_G3_N3","CD011762","GENSUM","GIV",16,0.06,"Robust",0,0,1,2009.5
"CD011762_G3_N4","CD011762","GENSUM","GIV",26,0,"Robust",0,0,1,2010
"CD011762_G3_N5","CD011762","GENSUM","GIV",10,0.15,"Robust",0,0,1,2008
"CD011762_G3_N6","CD011762","GENSUM","GIV",22,0,"Robust",0,0,1,2011.5
"CD011762_G4_N1","CD011762","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2008
"CD011762_G4_N11","CD011762","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2015
"CD011762_G4_N2","CD011762","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2012
"CD011762_G4_N3","CD011762","GENSUM","GIV",12,0.12,"Robust",0,0,1,2014
"CD011762_G4_N4","CD011762","GENSUM","GIV",17,0.045,"Robust",0,0,1,2014
"CD011762_G4_N5","CD011762","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2017.5
"CD011762_G4_N6","CD011762","GENSUM","GIV",11,0.135,"Robust",0,0,1,2014
"CD011762_G5_N1","CD011762","GENSUM","GIV",19,0.015,"Robust",0,0,1,2008
"CD011762_G5_N11","CD011762","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2015
"CD011762_G5_N2","CD011762","GENSUM","GIV",15,0.075,"Robust",0,0,1,2009
"CD011762_G5_N3","CD011762","GENSUM","GIV",14,0.09,"Robust",0,0,1,2010
"CD011762_G5_N4","CD011762","GENSUM","GIV",32,0,"Robust",0,0,1,2010
"CD011762_G5_N5","CD011762","GENSUM","GIV",13,0.105,"Robust",0,0,1,2008
"CD011762_G5_N6","CD011762","GENSUM","GIV",19,0.015,"Robust",0,0,1,2010
"CD011762_G5_N8","CD011762","GENSUM","GIV",10,0.15,"Robust",0,0,1,2008.5
"CD011762_G6_N1","CD011762","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2009
"CD011762_G6_N11","CD011762","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2010
"CD011762_G6_N2","CD011762","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2010
"CD011762_G6_N3","CD011762","GENSUM","GIV",10,0.15,"Robust",0,0,1,2009
"CD011762_G6_N4","CD011762","GENSUM","GIV",26,0,"Robust",0,0,1,2010
"CD011762_G6_N5","CD011762","GENSUM","GIV",11,0.135,"Robust",0,0,1,2008
"CD011762_G6_N6","CD011762","GENSUM","GIV",15,0.075,"Robust",0,0,1,2010
"CD011762_G7_N1","CD011762","GENSUM","GIV",13,0.105,"Robust",0,0,1,2008
"CD011762_G7_N2","CD011762","GENSUM","GIV",22,0,"Robust",0,0,1,2010
"CD011762_G7_N3","CD011762","GENSUM","GIV",22,0,"Robust",0,0,1,2010
"CD011762_G7_N4","CD011762","GENSUM","GIV",25,0,"Robust",0,0,1,2010
"CD011762_G7_N5","CD011762","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2010
"CD011762_G7_N8","CD011762","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2007
"CD011762_G7_N9","CD011762","GENSUM","GIV",13,0.105,"Robust",0,0,1,2013
"CD011762_G8_N1","CD011762","GENSUM","GIV",27,0,"Robust",0,0,1,2010
"CD011762_G9_N1","CD011762","GENSUM","GIV",11,0.135,"Robust",0,0,1,2009
"CD011762_G9_N14","CD011762","GENSUM","GIV",11,0.135,"Robust",0,0,1,2010
"CD011762_G9_N2","CD011762","GENSUM","GIV",21,0,"Robust",0,0,1,2009
"CD011762_G9_N3","CD011762","GENSUM","GIV",21,0,"Robust",0,0,1,2010
"CD011762_G9_N4","CD011762","GENSUM","GIV",26,0,"Robust",0,0,1,2010
"CD011762_G9_N5","CD011762","GENSUM","GIV",12,0.12,"Robust",0,0,1,2008
"CD011762_G9_N6","CD011762","GENSUM","GIV",15,0.075,"Robust",0,0,1,2010
"CD011778_G1_N1","CD011778","GENSUM","GIV",38,0.208,"Low Fragility",97.8,0.439,0,2016
"CD011778_G1_N10","CD011778","GENSUM","GIV",15,0.283,"Low Fragility",95.2,0.4444,5e-04,2018
"CD011778_G1_N2","CD011778","GENSUM","GIV",17,0.257,"Low Fragility",97.4,0.5256,0,2018
"CD011778_G1_N3","CD011778","GENSUM","GIV",13,0.325,"Moderate Fragility",92.5,2.3612,0.0017,2015.5
"CD011778_G1_N4","CD011778","GENSUM","GIV",7,0.426,"Moderate Fragility",97.9,5.7086,0.0071,2022
"CD011778_G1_N5","CD011778","GENSUM","GIV",37,0.216,"Low Fragility",95.8,0.3715,1e-04,2016
"CD011778_G1_N6","CD011778","GENSUM","GIV",15,0.283,"Low Fragility",95.2,0.4444,5e-04,2018
"CD011778_G1_N7","CD011778","GENSUM","GIV",13,0.403,"Moderate Fragility",2.9,-0.0129,0.4951,2014
"CD011778_G1_N8","CD011778","GENSUM","GIV",4,0.318,"Moderate Fragility",0,0.001,0.9904,2015
"CD011778_G1_N9","CD011778","GENSUM","GIV",17,0.257,"Low Fragility",97.4,0.5256,0,2018
"CD011778_G2_N1","CD011778","GENSUM","GIV",6,0.635,"High Fragility",95.8,0.4372,0.207,2014.5
"CD011778_G2_N3","CD011778","GENSUM","GIV",5,0.553,"High Fragility",98.2,6.6152,0.2558,2016
"CD011778_G2_N5","CD011778","GENSUM","GIV",5,0.468,"Moderate Fragility",16.4,0.0538,0.656,2013
"CD011841_G10_N1","CD011841","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2019
"CD011885_G2_N2","CD011885","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2011
"CD011885_G2_N4","CD011885","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2014
"CD012067_G1_N3","CD012067","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2017
"CD012067_G5_N2","CD012067","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2011.5
"CD012067_G5_N3","CD012067","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2016
"CD012067_G6_N1","CD012067","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2012
"CD012067_G6_N9","CD012067","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2012
"CD012067_G8_N5","CD012067","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2012
"CD012067_G8_N8","CD012067","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2012
"CD012079_G1_N15","CD012079","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2014
"CD012079_G1_N20","CD012079","GENSUM","GIV",26,0,"Robust",0,0,1,2013
"CD012079_G1_N24","CD012079","GENSUM","GIV",26,0,"Robust",0,0,1,2013
"CD012079_G3_N14","CD012079","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2010
"CD012170_G1_N1","CD012170","GENSUM","GIV",4,0.339,"Moderate Fragility",25.6,0.3828,1e-04,2019.5
"CD012170_G2_N1","CD012170","GENSUM","GIV",5,0.23,"Low Fragility",0,0.5004,0,2019
"CD012170_G3_N1","CD012170","GENSUM","GIV",7,0.611,"High Fragility",97.2,-0.5732,0.451,2019
"CD012170_G4_N1","CD012170","GENSUM","GIV",8,0.539,"High Fragility",92,-2.0637,0.1722,2019
"CD012170_G4_N2","CD012170","GENSUM","GIV",6,0.371,"Moderate Fragility",66.1,-1.257,0,2019
"CD012170_G5_N1","CD012170","GENSUM","GIV",8,0.366,"Moderate Fragility",43.9,-1.9933,0.0592,2019
"CD012170_G5_N2","CD012170","GENSUM","GIV",8,0.441,"Moderate Fragility",45.4,-1.6599,0.021,2019
"CD012170_G6_N3","CD012170","GENSUM","GIV",3,0.812,"High Fragility",45.2,1.6066,0.2748,2014
"CD012214_G2_N1","CD012214","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2019
"CD012214_G3_N5","CD012214","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2021
"CD012335_G1_N13","CD012335","GENSUM","GEN_CI",20,0.31,"Moderate Fragility",0,-0.0134,0.9791,2024
"CD012426_G1_N1","CD012426","GENSUM","GEN_CI",3,0.264,"Low Fragility",0.1,0.9238,0,2009
"CD012426_G1_N2","CD012426","GENSUM","GEN_CI",4,0.262,"Low Fragility",0,0.9435,0,2011.5
"CD012426_G1_N3","CD012426","GENSUM","GIV",3,0.623,"High Fragility",78,0.2342,0.3749,2009
"CD012426_G1_N4","CD012426","GENSUM","GEN_CI",4,0.267,"Low Fragility",5.4,0.8226,0,2011.5
"CD012426_G1_N5","CD012426","GENSUM","GEN_CI",3,0.296,"Low Fragility",17.4,1.0052,0,2014
"CD012426_G2_N3","CD012426","GENSUM","GEN_CI",3,0.293,"Low Fragility",11.1,0.8369,0,2014
"CD012426_G2_N4","CD012426","GENSUM","GEN_CI",3,0.284,"Low Fragility",0,0.87,0,2009
"CD012429_G1_N1","CD012429","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2002
"CD012503_G2_N1","CD012503","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2020.5
